loss,acc,val_loss,val_acc
2.9187042530702083,29.432398,2.0268871020462553,56.032837
2.207778667308846,50.616497,1.7718705496545566,65.84746
1.9846185654604516,58.81165,1.5762245869232436,73.35805
1.8538523665090807,63.54698,1.4972093804407929,76.13348
1.774694438288812,66.29996,1.4941194514096794,76.34004
1.7162907672982637,68.463005,1.4143953048576743,79.44915
1.6620624286382377,70.63138,1.431588043600826,78.1144
1.629771398646491,71.52423,1.37282458806442,80.37606
1.602512857540935,72.46758,1.3445848497293764,81.80085
1.5756269508884067,73.5491,1.3118279048952006,82.79661
1.551393985545554,74.45791,1.309770919104754,83.09852
1.5291322131140703,75.38531,1.2822819277391595,84.2161
1.521030233425348,75.31356,1.271892856743376,84.08898
1.496675616624404,76.6741,1.2906367172629147,83.580505
1.4871990652311415,76.83886,1.2486997402320474,85.25953
1.4735768554972954,77.31718,1.2562353724140232,85.23305
1.4602776388732754,78.07451,1.272727093858234,83.7394
1.4556020131321992,78.029335,1.2351267232733258,85.57203
1.440783433768214,78.68304,1.2132268766225394,86.4036
1.4312348767202727,79.044426,1.2255078830961454,85.96398
1.4341088275925642,79.09226,1.2689372963824515,84.45975
1.4175402349760744,79.58652,1.2244970572196832,85.79979
1.4095308746204895,80.01966,1.1946414199926085,86.73729
1.408815713561311,79.820366,1.1986049698571026,86.73729
1.3987007199906978,80.311966,1.1775008070266852,87.9661
1.387812845966443,80.61224,1.1858974268880942,87.32521
1.3785511391097998,80.89923,1.1923983521380668,86.94915
1.3855465522834234,80.61756,1.1930861196275484,87.13983
1.3705755016025232,81.29783,1.174268061225697,87.45763
1.375750094449439,81.01084,1.1789841334698563,87.55296
1.3671478325006914,81.350975,1.1551898447133726,88.46928
1.3594728704212473,81.584816,1.1615679510569168,88.02436
1.360837036452326,81.65391,1.220940725884195,85.805084
1.3581167818332205,81.529015,1.148939819053068,88.70233
1.3499555476263267,82.16677,1.1499216497954676,88.5964
1.3443908590037807,82.11097,1.1498644301446819,88.13559
1.3407152512041078,82.43516,1.1456853500867294,88.543434
1.33800061645151,82.342155,1.144111317901288,88.85063
1.3365596968705962,82.53348,1.1458257630719977,88.52225
1.3302466279389906,82.62117,1.1419600636272107,88.87182
1.3209414044205023,83.06229,1.1481837026143478,88.69703
1.3246811964884908,83.18718,1.1445538629919796,88.17267
1.3197870755276713,83.09949,1.1461197204509024,88.506355
1.3180868477642942,83.110115,1.1262777669955109,89.39089
1.3166357467369156,83.21641,1.1546357128579738,88.066734
1.3080153844388975,83.436966,1.1492460475129596,87.98729
1.3112419107738806,83.466194,1.1424576126922996,88.72352
1.3078142726907924,83.46886,1.1328482185379933,89.16313
1.3025746765185375,83.63627,1.1207435215933848,89.141945
1.3031917778002162,83.6469,1.129914995371285,89.01483
1.301300269405858,83.6469,1.1319659366446027,89.12606
1.2998521368519789,83.774445,1.1649073418924365,87.79131
1.2969564840096195,83.984375,1.1206117583533466,89.47563
1.2913512956528437,84.23416,1.1302374605405128,89.01483
1.2938723785131157,84.088005,1.1310553494146314,88.755295
1.2911722522203615,84.242134,1.1267009870480682,88.681145
1.290444273121503,84.17039,1.1185609888222259,89.32733
1.289131846760406,84.30591,1.1430250636601853,88.08792
1.2817348065424938,84.56367,1.1332722286046562,88.60699
1.2885506501814135,84.15444,1.1058640094126686,90.04237
1.2174919651073663,86.814415,1.064145664643433,91.2394
1.1860339444916264,88.20153,1.0554858518859087,91.65784
1.1743867519964166,88.60013,1.0495666002823134,91.641945
1.1643153889244104,89.065155,1.0406195925453963,92.00212
1.1589592866548875,89.1555,1.039314744836193,91.99152
1.1540134250104022,89.237885,1.0328786231703677,92.28813
1.1470159086443128,89.52753,1.0358826033139632,92.081566
1.1404912666398652,89.686966,1.0287728762222548,92.43644
1.1392594045724997,89.649765,1.025629173699072,92.59004
1.1336923049015253,89.99787,1.0286755198139255,92.35699
1.1291363754240022,90.18388,1.0233846333067296,92.51059
1.1259073249134077,90.40179,1.0227076065742364,92.494705
1.1231647836310523,90.45493,1.0205115257683446,92.52119
1.1227469273975916,90.40179,1.023064790135723,92.505295
1.1193618471322417,90.497444,1.0216019141471993,92.57415
1.115784991253801,90.71269,1.0210945064738646,92.55296
1.1118701026350462,90.842896,1.0185592338190241,92.9661
1.1146193061556136,90.5878,1.0138936962111522,92.87606
1.106694538982547,91.03688,1.017296263727091,92.83898
1.1078062161904614,90.77912,1.0183517985424753,92.77542
1.1051422927249857,91.02891,1.013017375388388,92.72246
1.1045061862793097,90.96248,1.0137770778041775,92.807205
1.1025030602808712,91.034225,1.011457443035255,92.8019
1.0938384909005392,91.5338,1.0131532644821426,92.807205
1.097804243467292,91.32653,1.0098615444312662,92.86546
1.097486720705519,91.32121,1.0079203025769379,93.00848
1.0889032165817663,91.65338,1.0090656300722542,92.78602
1.0905345767533698,91.46737,1.0072260905120332,92.97669
1.0891262016126089,91.66932,1.0055525022037959,93.10911
1.0852463448128733,91.65604,1.0044708320650004,93.07733
1.0842078358543163,91.7889,1.0053275193198252,92.99788
1.0841213459668517,91.74373,1.003820250802121,93.003174
1.0810712118740795,91.90848,1.002881266707081,93.230934
1.0815815950940255,91.92177,1.0015622866355767,93.16737
1.0758896476151991,92.03337,1.0031649088455459,93.066734
1.0780534828398503,92.07058,1.0038629499532408,93.130295
1.0754271584505937,92.012115,0.9998030090736131,93.24682
1.0741328570712991,92.12638,1.0047388668787682,93.02966
1.072324843735111,92.25393,1.0008474259053246,93.16737
1.0720509032205658,92.18218,1.0028459746958847,93.06144
1.0609997021300452,92.761475,0.9986535961345091,93.18856
1.06040504230123,92.69239,0.9979360778452986,93.2839
1.0626792752621126,92.54358,0.9962171479807062,93.29979
1.0572705692579958,92.73225,0.9956699508731648,93.268005
1.0589373687497612,92.76414,0.994587029036829,93.34746
1.0595425462641683,92.58078,0.9968625587932134,93.20975
1.0575060868749813,92.78274,0.9940159819893918,93.442795
1.0581204677317417,92.91294,0.9948332267292476,93.29449
1.0570549589841545,92.891685,0.9944393465074443,93.45339
1.0574466473594004,92.85714,0.994476751149711,93.405716
1.0548316024395885,92.84651,0.9949372594639406,93.34746
1.0549722183115628,92.85183,0.995729978205794,93.305084
1.055038752604504,92.80931,0.9959704928478952,93.28919
1.0557729339315778,92.85183,0.9950484413211629,93.35805
1.0534584433043084,93.04581,0.9963974892082861,93.230934
1.0567288739340646,92.83322,0.9951519659010031,93.2733
1.054800122063987,92.835884,0.9941314050706767,93.41102
1.053295026020128,93.08567,0.9942655316853928,93.331566
1.054021024480969,92.841194,0.9934508731809714,93.305084
1.0539218757022806,92.8784,0.9946852269819227,93.32098
1.0552774140623962,92.86511,0.9924472063274706,93.49046
1.0558069967696455,92.92889,0.992752203496836,93.53284
1.051107271998918,93.1335,0.9935462143461583,93.34216
1.0510755120491495,93.02455,0.9938333285056938,93.32098
1.0472306149954698,93.24511,0.9951502886869139,93.2786
1.0493645752165592,93.1149,0.9933744436603481,93.41102
1.048318320492498,93.12553,0.9955768601369049,93.35275
1.0511904624449153,92.99798,0.9928067005286783,93.41631
1.0526340068603048,92.89434,0.9910801354101149,93.52225
1.0500114710152555,93.1707,0.9941486007076199,93.29979
1.0497241747014376,93.162735,0.9929262106701479,93.368645
1.0506603374164931,93.168045,0.9933000305951651,93.305084
1.0524448468571617,92.984695,0.9939129451573905,93.29449
1.0546216501467893,92.87043,0.9932826021970329,93.2733
1.0488616848478511,93.12287,0.992250141046815,93.45339
1.051903264761782,92.96343,0.9924310645814669,93.4375
1.0522522299873585,92.99532,0.9947414531546124,93.368645
1.0515916199505735,93.03518,0.9925637713933395,93.4375
1.0517909779232375,92.90763,0.9909044633477421,93.49046
1.0510480419105412,93.01923,0.9931974380703296,93.38453
